ts,pwrA,rpwrA,curA,apwrA,screA
1588750250566,0.2642,4.4008,0.0189,4.4416,2.643
1588750250586,0.2642,-4.2871,0.0189,4.4416,2.643
1588750250606,0.2642,4.2709,0.0189,4.4416,1.686
1588750250626,0.2642,1.9931,0.0188,4.4251,1.686
1588750250646,0.2477,4.2006,0.0188,4.4251,1.446
1588750250666,0.1981,4.3481,0.0188,4.4086,1.446
1588750250686,0.1156,2.9727,0.0187,4.3921,2.106
1588750250706,0.0495,4.1005,0.0187,4.3921,2.106
1588750250726,0.066,1.7134,0.0186,4.3755,2.106
1588750250746,0.0495,4.0941,0.0186,4.3755,2.319
1588750250766,0.0495,3.0116,0.0186,4.359,2.319
1588750250786,0.0991,0.6306,0.0186,4.359,2.319
1588750250806,0.1156,2.4051,0.0186,4.3755,2.726
1588750250826,0.1156,4.3822,0.0187,4.3921,2.726
1588750250846,0.1486,1.4236,0.0188,4.4086,2.726
1588750250866,0.1816,4.0853,0.0188,4.4251,2.713
1588750250886,0.1816,-4.2591,0.0189,4.4416,2.713
1588750250906,0.1981,4.3713,0.0189,4.4416,2.522
1588750250926,0.1486,3.0707,0.019,4.4581,2.522
1588750250946,0.1321,2.973,0.019,4.4581,2.522
1588750250966,0.1156,3.6135,0.019,4.4581,2.517
1588750250986,0.1321,4.1293,0.0189,4.4416,2.517
1588750251006,0.1816,3.1781,0.0188,4.4251,2.517
1588750251026,0.2146,4.4052,0.0187,4.4086,1.447
1588750251046,0.1816,0.8604,0.0186,4.3755,1.447
1588750251066,0.1651,2.6891,0.0185,4.359,1.637
1588750251086,0.2146,2.6739,0.0184,4.326,1.637
1588750251106,0.2477,2.9343,0.0183,4.3095,1.637
1588750251126,0.2807,1.056,0.0183,4.293,2.191
1588750251146,0.3302,0.9227,0.0182,4.2765,2.191
1588750251166,0.2972,0.9218,0.0182,4.2765,1.749
1588750251186,0.2972,1.4827,0.0182,4.2765,1.749
1588750251206,0.2807,2.7794,0.0182,4.2765,1.749
1588750251226,0.2642,0.2633,0.0183,4.293,2.848
1588750251246,0.2477,3.7392,0.0183,4.293,2.848
1588750251266,0.2312,3.7147,0.0183,4.3095,1.958
1588750251286,0.2146,3.392,0.0184,4.326,1.958
1588750251306,0.1981,4.2789,0.0185,4.3425,1.958
1588750251326,0.1816,3.6287,0.0185,4.3425,1.817
1588750251346,0.1651,-0.414,0.0184,4.326,1.817
1588750251366,0.1486,4.2931,0.0184,4.326,1.735
1588750251386,0.0826,3.8696,0.0183,4.3095,1.735
1588750251406,0.066,4.0627,0.0183,4.3095,2.915
1588750251426,0.0826,4.0627,0.0183,4.3095,2.915
1588750251446,0.1486,2.4227,0.0183,4.3095,2.263
1588750251466,0.1981,4.2953,0.0183,4.3095,2.263
1588750251486,0.2146,2.1368,0.0184,4.326,2.208
1588750251506,0.2312,3.7124,0.0185,4.359,2.208
